Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,year,GDP,GDP_growth,Country Code_y,Indicator Name_y,Indicator Code_y,Inflation
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1960,3070585807.33625,,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.22811242067084
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1960,42012422612.3955,,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.3501614137705
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1960,699064380.374248,,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.27424913835588
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1960,47419238274.4619,,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.5745115253591
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1960,791265459.493816,,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.24378109452731
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1960,3973069306.93069,,KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.96556575482592
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1960,61872048053.7582,,LAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.85714285714286
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1960,1409873949.57983,,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.54467680609201
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1960,709941874.044355,,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.449620296389857
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1960,2037154741.93211,,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.42429906542058
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1960,13040000000.0,,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.92751886903116
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1960,545098447.640862,,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.38993710703491
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1960,1916229477.13657,,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.063182597888167
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1960,582624755153.847,,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.40833581922591
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1960,4196174501.5302,,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.4443273618724
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1960,13282979014.563,,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.32394366197218
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1960,5197398721.41367,,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.360492346844622
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1960,5536098360.49526,,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.697929233796477
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1960,1061504516553.67,,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.94574935198645
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1960,3749265014.69971,,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.94736842105289
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1960,537147100.0,,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.0511770724157666
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1960,2571986572.12719,,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.6644591627191
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1960,7515894110.56487,,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.15482177982161
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1960,3339150157.85605,,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.046592778327
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1960,288884368.016934,,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.18181818181802
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1960,1036846404629.66,,PST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.53661234295201
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1960,1126364161.7644,,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.092240285829437
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1960,99650000.0,,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.85714285714286
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1960,15930075466.8898,,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.14177915090215
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1960,857704413.407821,,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.11890951276099
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1960,2760750860.62197,,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.765864332603765
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1960,74399051115.6208,,TLA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.08000000007815
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1960,535673252.483535,,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.08000000007815
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1960,7566666666.66667,,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.66473988439306
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1960,1242289239.20493,,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,38.5040374002647
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1960,541988586206.897,,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.45797598627791
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1960,8748596500.5614,,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.28887692687992
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1961,19713123154.0997,5.781597451769782,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.28758169934641
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1961,7346566037.83392,10.906858554319477,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.54223986727557
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1961,12561701694.3319,6.359381354333249,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.992676260767339
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1961,350247234.260712,5.993296719225061,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,18.5621387281079
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1961,410101010.10101,8.774279973208298,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.56149307183899
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1961,41038192837.9035,1.1695754691179117,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.01876675603211
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1961,11713348834.3069,12.49603481981556,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.84539787448658
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1961,618245634.179831,13.189601862343459,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.616492146899
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1961,4540447761.19403,12.633973146303479,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.28319045648716
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1961,490325181.614275,-3.386833493927499,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.43079391009159
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1961,96558204043.1028,14.108224893949806,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.29369500700884
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1961,7058361229.35415,10.96017027652083,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.45162858557827
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1961,654100200.0,-2.721521142855954,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-3.90000000099988
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1961,1753850955.05808,-15.2509944221223,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.98562050634913
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1961,4494575611.21289,6.854178044784098,EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.693606754935329
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1961,280078203910.322,11.310861456040877,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.87084961406325
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1961,14238126759.7335,14.597051795864902,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.809252873882167
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1961,316957315284.249,11.153969498820771,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.07713833137861
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1961,5984433774.41601,13.352673117732916,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.69100191533953
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1961,67158050215.0488,8.390963577685696,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.40046104546321
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1961,77741965703.3544,6.155610781877274,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.4474962304662
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1961,4892397431.33292,14.444981746491358,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.10357934997025
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1961,1076699900.0,3.171713604035409,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.553335382726564
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1961,503300000.0,5.813097866077999,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.56299237392687
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1961,271066000.0,-0.7764639046046073,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.77970638342675
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1961,39232435784.0358,5.948038927738808,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.69521293914433
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1961,2151772979.96956,7.666695412117019,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.7569993586355
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1961,4426949094.8403,5.425277778304793,IRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.16256439585745
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1961,1671960965.21561,8.762958525687026,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.916260431846688
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1961,266711460.241466,2.1943684168333144,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.71161499679353
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1961,3708586471.46387,20.7778158357701,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.78982340440244
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1961,46649487320.4225,11.03736566398068,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.05069731278698
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1961,748043500.7826,7.006381927531602,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.69845053635209
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1961,57266758179.5883,20.766929759877396,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.36846178480055
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1961,792959472.816211,0.21408912799993907,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.45700245700254
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1961,2427244760.66918,-38.9075655832368,KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.19565288254092
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1961,68537433096.0179,10.772853415921201,LAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.77970638342675
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1961,1444327731.09244,2.443749068693535,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.1344436397999
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1961,710163719.406917,0.031248383941373525,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.48243359063082
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1961,2025693539.55842,-0.5626083349377753,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.76312460493452
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1961,14160000000.0,8.588957055214719,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.6087596908193
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1961,605581577.287066,11.095817628534753,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.146412882872103
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1961,1901856122.72231,-0.7500852369590971,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.180407721631565
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1961,603055003182.732,3.506587704720898,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.04474545183967
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1961,4467287893.08484,6.460965611791747,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.27914723477514
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1961,14599836396.388,9.913870829587568,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.30763936682731
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1961,5669689210.3186,9.087055163943036,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.15517277670922
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1961,5721994864.23066,3.357897414936284,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.79770429009208
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1961,1132125347763.2,6.652899738835849,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.15797310981964
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1961,4118647627.04746,9.852133975579624,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.64041994750609
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1961,599026300.0,11.519972834257143,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.613810741946727
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1961,2897852693.27494,12.669822023146837,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.91670898836375
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1961,8171194424.94498,8.718860387601435,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.59563300452722
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1961,3573719084.53354,7.024809175640612,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.54899696989872
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1961,322053713.15873,11.481876077092434,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,18.4873949579832
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1961,1104529743893.63,6.527807683158726,PST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.07713833137861
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1961,1222860428.55503,8.567057623661679,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.76051146191632
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1961,764629788.123689,8.496338184852071,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.400000000000083
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1961,107700000.0,8.078273958855986,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.70940170940175
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1961,17329620584.6147,8.785552338617709,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.15797310981964
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1961,945244972.067039,10.206378478502032,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.95889088150075
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1961,3034037810.96795,9.899008064943992,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.38699007717708
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1961,82362832266.3746,10.70414344179953,TLA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.43079391009159
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1961,584964620.921781,9.201760253982627,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.52275769788992
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1961,7988888888.88889,5.580029368575601,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.17285699708263
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1961,1547388781.43133,24.559461081838307,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,22.747263986796
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1961,561940310344.828,3.6812074360390135,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.07072414764724
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1961,9225996309.60148,5.456873099696002,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.10235059955978
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1962,19953923192.6277,1.2215215044599326,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.319488817891379
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1962,7793042529.15992,6.077349458600123,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.38179863851178
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1962,13436827166.5187,6.96661561850076,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.40460703543514
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1962,379567099.249422,8.371191010429314,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.67590956140175
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1962,448400673.400673,9.339080459770033,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.87933142225296
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1962,42336211555.8268,3.1629529181519622,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.06157112526535
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1962,12989649694.2812,10.896122688980103,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.31599287754389
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1962,645284473.733691,4.373478445946466,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.34124890120529
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1962,4955543963.36869,9.142186498044836,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.6970939506247
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1962,479180824.348506,-2.272850280517702,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.67785968742788
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1962,105895435234.343,9.67005474446494,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.84327019799062
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1962,7953274741.29303,12.678771783698672,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.37781954818461
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1962,824100000.0,25.98987127660257,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.15712799177066
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1962,1518207703.48997,-13.435762650669847,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.87088531460987
